cd9000e0ab4a03aa9e46377b581e95375e0ad2d4,DELETE,regular-file,src/main/resources/application-dev.yml,257,
d53e9b366b22c01860437574784d89f07f53041e,DELETE,regular-file,src/main/resources/application-prod.yml,257,
ef7525a5bb2f36a07b12243f70d28d2dd9a755ad,DELETE,regular-file,src/main/resources/application.yml,161,
